23-May-21 20:54:33,419|INFO |L.init             |main                       |Lightstreamer Server 7.1.2 build 1985
23-May-21 21:10:55,151|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: /lightstreamer/create_session.txt?LS_protocol=TLCP-2.1.0 --> LS_phase=9001&LS_cause=new.failure.status0&LS_polling=true&LS_polling_millis=0&LS_idle_millis=0&LS_cid=pcYgxn8m8 feOojyA1U661h3g2.pz479oDy&LS_requested_max_bandwidth=100&LS_adapter_set=MONITOR&LS_user=z&LS_password=[...]& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60058
23-May-21 21:10:55,152|INFO |L.requests         |SERVER POOLED THREAD 10    |Starting new session: S4339ea194da9bab7M95dT1055151 (javascript_client 8.0.2 build 1797) on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60063
23-May-21 21:10:55,154|INFO |L.requests         |SERVER POOLED THREAD 11    |Starting new session: S1019cb01d5830ba3M95dT1055153 (javascript_client 8.0.2 build 1797) on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60058
23-May-21 21:10:55,181|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: bind_session -> LS_session=S4339ea194da9bab7M95dT1055151&LS_phase=6303&LS_cause=loop1&LS_keepalive_millis=5000& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:55,182|INFO |L.requests         |SERVER POOLED THREAD 11    |Attaching session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:55,194|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: bind_session -> LS_session=S1019cb01d5830ba3M95dT1055153&LS_phase=9003&LS_cause=loop1&LS_keepalive_millis=5000& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:55,195|INFO |L.requests         |SERVER POOLED THREAD 11    |Attaching session: S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,145|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: control -> LS_mode=MERGE&LS_group=item1%20item2%20item3%20item4%20item5%20item6&LS_schema=stock_name%20last_price%20time%20pct_change%20min%20max&LS_data_adapter=STOCKS&LS_snapshot=true&LS_subId=8&LS_op=add&LS_reqId=16&LS_session=S4339ea194da9bab7M95dT1055151& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,145|INFO |L.requests         |SERVER POOLED THREAD 10    |Serving request: control -> LS_mode=MERGE&LS_group=monitor_identification&LS_schema=EDITION%20LICENSE_TYPE&LS_snapshot=true&LS_subId=12&LS_op=add&LS_reqId=24&LS_session=S1019cb01d5830ba3M95dT1055153& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,146|INFO |L.requests         |SERVER POOLED THREAD 6     |Controlling session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,146|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,161|INFO |L.requests.messages|SERVER POOLED THREAD 11    |Serving request: msg -> LS_unq=81&LS_reqId=30&LS_sequence=Nick&LS_max_wait=3000&LS_msg_prog=1&LS_message=n|Guest725 LS_session:S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,161|INFO |L.requests         |SERVER POOLED THREAD 6     |Serving multiple request: control -> {2 subrequests} on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,161|INFO |L.requests.messages|SERVER POOLED THREAD 11    |Sending message to session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,161|INFO |L.requests         |SERVER POOLED THREAD 6     |Subrequest 1: LS_mode=MERGE&LS_group=monitor_details&LS_schema=MAX_SSNS%20IS_MPN%20EXP_DATE%20MAX_RATE%20BAND%20TLS%20JMX%20VAL_TYPE&LS_snapshot=true&LS_subId=13&LS_op=add&LS_reqId=26& LS_session:S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,162|INFO |L.requests         |SERVER POOLED THREAD 6     |Subrequest 2: LS_mode=COMMAND&LS_group=monitor_client_libs&LS_schema=key%20command%20lib_ext%20free%20demo%20eval%20startup%20noprod-lim%20noprod-full%20prod%20standby%20ordinal&LS_snapshot=true&LS_subId=14&LS_op=add&LS_reqId=28& LS_session:S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,163|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,163|INFO |L.requests         |SERVER POOLED THREAD 6     |Controlling session: S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,186|INFO |L.requests         |SERVER POOLED THREAD 6     |Serving multiple request: control -> {3 subrequests} on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,187|INFO |L.requests         |SERVER POOLED THREAD 6     |Subrequest 1: LS_mode=MERGE&LS_group=P_driver_1&LS_schema=TIME%20Speed%20Rpm%20Gear_output%20Distance&LS_data_adapter=TELEMETRY&LS_snapshot=true&LS_subId=9&LS_op=add&LS_reqId=18& LS_session:S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,187|INFO |L.requests         |SERVER POOLED THREAD 6     |Subrequest 2: LS_mode=DISTINCT&LS_group=chat_room&LS_schema=timestamp%20message%20IP%20nick&LS_data_adapter=CHAT&LS_snapshot=30&LS_subId=10&LS_op=add&LS_reqId=20& LS_session:S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,187|INFO |L.requests         |SERVER POOLED THREAD 6     |Subrequest 3: LS_mode=COMMAND&LS_group=Players_list&LS_schema=command%20key%20nick%20msg%20usrAgnt%20posX%20posY%201Plot.SymbolName&LS_data_adapter=ROOMBALL&LS_snapshot=true&LS_subId=11&LS_op=add&LS_reqId=22& LS_session:S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,189|INFO |L.requests         |SERVER POOLED THREAD 6     |Controlling session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,190|INFO |L.requests         |SERVER POOLED THREAD 11    |Controlling session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,189|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,496|INFO |L.requests         |SERVER POOLED THREAD 5     |Serving request: control -> LS_op=destroy&LS_session=S4339ea194da9bab7M95dT1055151&LS_reqId=31&LS_cause=suicide& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,496|INFO |L.requests         |SERVER POOLED THREAD 5     |Destroying session: S4339ea194da9bab7M95dT1055151 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60088
23-May-21 21:10:56,497|INFO |L.requests         |SERVER POOLED THREAD 5     |Closed session S4339ea194da9bab7M95dT1055151 with internal cause code: 31 (Destroy invoked by client).
23-May-21 21:10:56,501|INFO |L.requests         |SERVER POOLED THREAD 10    |Serving request: control -> LS_op=destroy&LS_session=S1019cb01d5830ba3M95dT1055153&LS_reqId=32&LS_cause=suicide& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,502|INFO |L.requests         |SERVER POOLED THREAD 10    |Destroying session: S1019cb01d5830ba3M95dT1055153 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60089
23-May-21 21:10:56,503|INFO |L.requests         |SERVER POOLED THREAD 10    |Closed session S1019cb01d5830ba3M95dT1055153 with internal cause code: 31 (Destroy invoked by client).
23-May-21 21:10:57,148|INFO |L.requests         |SERVER POOLED THREAD 5     |Serving request: /lightstreamer/create_session.txt?LS_protocol=TLCP-2.1.0 --> LS_phase=6001&LS_cause=new.api&LS_polling=true&LS_polling_millis=0&LS_idle_millis=0&LS_cid=pcYgxn8m8 feOojyA1U661h3g2.pz479oDy&LS_adapter_set=WELCOME& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60063
23-May-21 21:10:57,151|INFO |L.requests         |SERVER POOLED THREAD 5     |Starting new session: S3644653a190c6863M95dT1057150 (javascript_client 8.0.2 build 1797) on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60063
23-May-21 21:10:57,297|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: bind_session -> LS_session=S3644653a190c6863M95dT1057150&LS_phase=6003&LS_cause=loop1& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:57,298|INFO |L.requests         |SERVER POOLED THREAD 11    |Attaching session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:57,325|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: /lightstreamer/create_session.txt?LS_protocol=TLCP-2.1.0 --> LS_phase=2401&LS_cause=new.api&LS_polling=true&LS_polling_millis=0&LS_idle_millis=0&LS_cid=pcYgxn8m8 feOojyA1U661h3g2.pz479oDy&LS_requested_max_bandwidth=100&LS_adapter_set=MONITOR&LS_user=z&LS_password=[...]& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60064
23-May-21 21:10:57,327|INFO |L.requests         |SERVER POOLED THREAD 5     |Starting new session: Saf6fd62db4d230a7M95dT1057326 (javascript_client 8.0.2 build 1797) on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60064
23-May-21 21:10:57,478|INFO |L.requests         |SERVER POOLED THREAD 5     |Serving request: bind_session -> LS_session=Saf6fd62db4d230a7M95dT1057326&LS_phase=2403&LS_cause=loop1& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:57,479|INFO |L.requests         |SERVER POOLED THREAD 5     |Attaching session: Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,138|INFO |L.requests         |SERVER POOLED THREAD 5     |Serving request: control -> LS_mode=MERGE&LS_group=item1%20item2%20item3%20item4%20item5%20item6&LS_schema=stock_name%20last_price%20time%20pct_change%20min%20max&LS_data_adapter=STOCKS&LS_snapshot=true&LS_subId=1&LS_op=add&LS_reqId=1&LS_session=S3644653a190c6863M95dT1057150& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,140|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,148|INFO |L.requests         |SERVER POOLED THREAD 5     |Serving request: control -> LS_mode=MERGE&LS_group=monitor_identification&LS_schema=EDITION%20LICENSE_TYPE&LS_snapshot=true&LS_subId=4&LS_op=add&LS_reqId=8&LS_session=Saf6fd62db4d230a7M95dT1057326& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,149|INFO |L.requests         |SERVER POOLED THREAD 5     |Controlling session: Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,158|INFO |L.requests.messages|SERVER POOLED THREAD 5     |Serving request: msg -> LS_unq=80&LS_reqId=7&LS_sequence=Nick&LS_max_wait=3000&LS_msg_prog=1&LS_message=n|Guest953 LS_session:S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,159|INFO |L.requests.messages|SERVER POOLED THREAD 5     |Sending message to session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,163|INFO |L.requests         |SERVER POOLED THREAD 10    |Serving multiple request: control -> {2 subrequests} on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,165|INFO |L.requests         |SERVER POOLED THREAD 10    |Subrequest 1: LS_mode=MERGE&LS_group=P_driver_1&LS_schema=TIME%20Speed%20Rpm%20Gear_output%20Distance&LS_data_adapter=TELEMETRY&LS_snapshot=true&LS_subId=2&LS_op=add&LS_reqId=3& LS_session:S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,165|INFO |L.requests         |SERVER POOLED THREAD 10    |Subrequest 2: LS_mode=DISTINCT&LS_group=chat_room&LS_schema=timestamp%20message%20IP%20nick&LS_data_adapter=CHAT&LS_snapshot=30&LS_subId=3&LS_op=add&LS_reqId=5& LS_session:S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,165|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,165|INFO |L.requests         |SERVER POOLED THREAD 5     |Controlling session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,289|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: control -> LS_mode=MERGE&LS_group=monitor_details&LS_schema=MAX_SSNS%20IS_MPN%20EXP_DATE%20MAX_RATE%20BAND%20TLS%20JMX%20VAL_TYPE&LS_snapshot=true&LS_subId=6&LS_op=add&LS_reqId=12& LS_session:Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,290|INFO |L.requests         |SERVER POOLED THREAD 10    |Serving request: control -> LS_mode=COMMAND&LS_group=Players_list&LS_schema=command%20key%20nick%20msg%20usrAgnt%20posX%20posY%201Plot.SymbolName&LS_data_adapter=ROOMBALL&LS_snapshot=true&LS_subId=5&LS_op=add&LS_reqId=10& LS_session:S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,290|INFO |L.requests         |SERVER POOLED THREAD 11    |Controlling session: Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,290|INFO |L.requests         |SERVER POOLED THREAD 10    |Controlling session: S3644653a190c6863M95dT1057150 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60094
23-May-21 21:10:58,293|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: control -> LS_mode=COMMAND&LS_group=monitor_client_libs&LS_schema=key%20command%20lib_ext%20free%20demo%20eval%20startup%20noprod-lim%20noprod-full%20prod%20standby%20ordinal&LS_snapshot=true&LS_subId=7&LS_op=add&LS_reqId=14& LS_session:Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:10:58,295|INFO |L.requests         |SERVER POOLED THREAD 6     |Controlling session: Saf6fd62db4d230a7M95dT1057326 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60095
23-May-21 21:12:25,149|INFO |streamerMonitorText|Timer-1                    |Total threads = 91, Total heap = 38797312 (free = 23997792), Sessions = 4 (max = 4, refused = 0), New sessions = [+6, -2], Connections = 4 (max = 10), New connections = [+12, -8], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 12 updates/s (pre-filtered = 12), Outbound throughput = 6 updates/s (3.44 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 23769, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:14:25,208|INFO |streamerMonitorText|Timer-1                    |Total threads = 91, Total heap = 38797312 (free = 13124000), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 5 updates/s (3.71 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 44810, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:16:25,238|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 17563864), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 11.5 updates/s (pre-filtered = 11.5), Outbound throughput = 4 updates/s (3.06 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 66750, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:18:25,279|INFO |streamerMonitorText|Timer-1                    |Total threads = 91, Total heap = 38797312 (free = 23376008), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 12 updates/s (pre-filtered = 12), Outbound throughput = 5 updates/s (3.79 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 88152, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:20:25,306|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 12270752), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 12 updates/s (pre-filtered = 12), Outbound throughput = 5 updates/s (3.8 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 109317, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:22:25,334|INFO |streamerMonitorText|Timer-1                    |Total threads = 91, Total heap = 38797312 (free = 18000952), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 13.49 updates/s (pre-filtered = 13.49), Outbound throughput = 6 updates/s (4.45 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 131095, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:24:25,358|INFO |streamerMonitorText|Timer-1                    |Total threads = 91, Total heap = 38797312 (free = 25188616), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 11 updates/s (pre-filtered = 11), Outbound throughput = 4 updates/s (3.09 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 152664, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:26:25,384|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 14172208), Sessions = 4 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 4 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 12.99 updates/s (pre-filtered = 12.99), Outbound throughput = 7 updates/s (4.99 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 174211, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.08), Total messages handled = 3, Extra sleep = 0, Notify delay = 0
23-May-21 21:27:53,371|INFO |L.requests.messages|SERVER POOLED THREAD 6     |Serving request: msg -> LS_unq=67&LS_reqId=16&LS_outcome=false&LS_ack=false&LS_message=CHAT|dfgdfgdfg LS_session:S43bac421f534b4f9M95dT1041250 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:27:53,372|INFO |L.requests.messages|SERVER POOLED THREAD 6     |Sending message to session: S43bac421f534b4f9M95dT1041250 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:27:56,401|INFO |L.requests.messages|SERVER POOLED THREAD 6     |Serving request: msg -> LS_unq=67&LS_reqId=17&LS_outcome=false&LS_ack=false&LS_message=CHAT|dfgdfgdfg LS_session:S43bac421f534b4f9M95dT1041250 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:27:56,402|INFO |L.requests.messages|SERVER POOLED THREAD 6     |Sending message to session: S43bac421f534b4f9M95dT1041250 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:28:23,448|INFO |L.requests         |SERVER POOLED THREAD 11    |Serving request: control -> LS_op=destroy&LS_session=S43bac421f534b4f9M95dT1041250&LS_reqId=18&LS_cause=suicide& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:28:23,448|INFO |L.requests         |SERVER POOLED THREAD 11    |Destroying session: S43bac421f534b4f9M95dT1041250 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60067
23-May-21 21:28:23,452|INFO |L.requests         |SERVER POOLED THREAD 11    |Closed session S43bac421f534b4f9M95dT1041250 with internal cause code: 31 (Destroy invoked by client).
23-May-21 21:28:23,452|INFO |L.requests         |SERVER POOLED THREAD 6     |Serving request: control -> LS_op=destroy&LS_session=Sd47e3249d5e9073aM95dT1041478&LS_reqId=19&LS_cause=suicide& on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60068
23-May-21 21:28:23,454|INFO |L.requests         |SERVER POOLED THREAD 6     |Destroying session: Sd47e3249d5e9073aM95dT1041478 on "Lightstreamer HTTP Server" from 0:0:0:0:0:0:0:1:60068
23-May-21 21:28:23,454|INFO |L.requests         |SERVER POOLED THREAD 6     |Closed session Sd47e3249d5e9073aM95dT1041478 with internal cause code: 31 (Destroy invoked by client).
23-May-21 21:28:25,415|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 21040816), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -2], Connections = 2 (max = 10), New connections = [+0, -2], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 24 subscriptions), Inbound throughput = 11.49 updates/s (pre-filtered = 11.49), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 195430, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:30:25,445|INFO |streamerMonitorText|Timer-1                    |Total threads = 93, Total heap = 38797312 (free = 11141248), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 12 updates/s (pre-filtered = 12), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 206039, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:32:25,469|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 19532144), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 2.5 updates/s (2 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 216471, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
23-May-21 21:34:25,498|INFO |streamerMonitorText|Timer-1                    |Total threads = 92, Total heap = 38797312 (free = 10186192), Sessions = 2 (max = 4, refused = 0), New sessions = [+0, -0], Connections = 2 (max = 10), New connections = [+0, -0], In-pool threads = 32, Active threads = 0, Available threads = 32, Queued tasks = 0, Pool queue wait = 0, NIO write queue = 0, NIO write queue wait = 0, NIO write selectors = 4, NIO total selectors = 16, Subscribed items = 12 (for 12 subscriptions), Inbound throughput = 13 updates/s (pre-filtered = 13), Outbound throughput = 3.5 updates/s (2.66 kbit/s, max = 11.51), Lost updates = 0 (total = 0), Total bytes sent = 227330, Client messages throughput = 0 msgs/s (0 kbit/s, max = 0.11), Total messages handled = 5, Extra sleep = 0, Notify delay = 0
